"last_name, first_name",season,player_id,name_abbrev,team_id,position_name,age,bat_side,seconds_since_hit_000,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090
"Duda, Lucas",2017,446263,TB,139,1B,31,L,0,0.53,0.84,1.12,1.38,1.62,1.84,2.06,2.26,2.47,2.67,2.86,3.06,3.25,3.44,3.63,3.82,4.02,4.23
"Duvall, Adam",2017,594807,CIN,113,LF,28,R,0,0.55,0.84,1.1,1.35,1.57,1.78,1.99,2.18,2.37,2.55,2.74,2.92,3.09,3.27,3.44,3.61,3.79,3.96
"Dyson, Jarrod",2017,502481,SEA,136,CF,32,L,0,0.51,0.78,1.01,1.24,1.45,1.65,1.84,2.02,2.19,2.37,2.54,2.71,2.88,3.04,3.21,3.38,3.55,3.73
"Díaz, Aledmys",2017,649557,STL,138,SS,26,R,0,0.56,0.86,1.13,1.37,1.6,1.81,2.01,2.2,2.39,2.57,2.75,2.93,3.1,3.27,3.44,3.61,3.78,3.96
"Díaz, Elias",2017,553869,PIT,134,C,26,R,0,0.54,0.85,1.12,1.37,1.61,1.82,2.03,2.23,2.43,2.62,2.81,2.99,3.18,3.36,3.54,3.72,3.9,4.08
"Díaz, Yandy",2017,650490,CLE,114,3B,25,R,0,0.54,0.84,1.1,1.35,1.58,1.79,1.99,2.19,2.38,2.56,2.75,2.93,3.11,3.28,3.46,3.63,3.81,3.99
"Eaton, Adam",2017,594809,WSH,120,CF,28,L,0,0.54,0.82,1.07,1.3,1.52,1.72,1.91,2.1,2.28,2.46,2.63,2.81,2.98,3.15,3.32,3.49,3.67,3.86
"Ellis, A.J.",2017,454560,MIA,146,C,36,R,0,0.55,0.88,1.18,1.44,1.69,1.92,2.15,2.37,2.58,2.78,2.99,3.19,3.39,3.59,3.79,3.99,4.19,4.41
"Ellsbury, Jacoby",2017,453056,NYY,147,CF,33,L,0,0.52,0.8,1.05,1.28,1.5,1.7,1.9,2.08,2.27,2.44,2.62,2.79,2.97,3.14,3.31,3.49,3.66,3.85
"Encarnación, Edwin",2017,429665,CLE,114,DH,34,R,0,0.56,0.87,1.15,1.41,1.65,1.88,2.1,2.3,2.51,2.71,2.9,3.1,3.29,3.49,3.68,3.88,4.08,4.29
"Engel, Adam",2017,641553,CWS,145,CF,25,R,0,0.53,0.8,1.05,1.28,1.49,1.69,1.88,2.07,2.24,2.42,2.59,2.76,2.92,3.08,3.25,3.41,3.57,3.73
"Ervin, Phillip",2017,640447,CIN,113,CF,24,R,0,0.55,0.83,1.08,1.32,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.86,3.04,3.21,3.38,3.55,3.73,3.92
"Escobar, Alcides",2017,444876,KC,118,SS,30,R,0,0.54,0.85,1.11,1.36,1.58,1.8,2,2.2,2.39,2.57,2.76,2.94,3.11,3.29,3.46,3.63,3.81,3.99
"Escobar, Eduardo",2017,500871,MIN,142,3B,28,L,0,0.53,0.8,1.05,1.29,1.52,1.73,1.93,2.12,2.31,2.49,2.67,2.85,3.03,3.2,3.38,3.56,3.74,3.93
"Escobar, Eduardo",2017,500871,MIN,142,3B,28,R,0,0.55,0.84,1.1,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.07,3.24,3.41,3.59,3.77,3.95
"Escobar, Yunel",2017,488862,LAA,108,3B,34,R,0,0.56,0.87,1.15,1.4,1.64,1.86,2.08,2.28,2.48,2.68,2.87,3.06,3.25,3.44,3.63,3.82,4.02,4.23
"Espinosa, Danny",2017,457787,TB,139,2B,30,L,0,0.53,0.8,1.05,1.29,1.52,1.73,1.93,2.13,2.31,2.5,2.68,2.86,3.03,3.21,3.38,3.55,3.72,3.9
"Espinosa, Danny",2017,457787,TB,139,2B,30,R,0,0.56,0.86,1.12,1.37,1.6,1.81,2.02,2.21,2.4,2.59,2.77,2.95,3.13,3.3,3.48,3.65,3.83,4
"Ethier, Andre",2017,444843,LAD,119,LF,35,L,0,0.53,0.83,1.1,1.35,1.59,1.81,2.02,2.22,2.42,2.61,2.8,2.99,3.17,3.36,3.54,3.72,3.9,4.09
"Fisher, Derek",2017,605233,HOU,117,LF,23,L,0,0.5,0.77,1.01,1.24,1.46,1.66,1.85,2.03,2.21,2.38,2.55,2.72,2.89,3.05,3.21,3.37,3.54,3.71
"Flaherty, Ryan",2017,475247,BAL,110,SS,30,L,0,0.55,0.85,1.12,1.37,1.6,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.19,3.38,3.57,3.76,3.95,4.15
"Flores, Wilmer",2017,527038,NYM,121,3B,25,R,0,0.57,0.88,1.16,1.42,1.66,1.89,2.1,2.31,2.52,2.71,2.91,3.1,3.29,3.48,3.67,3.86,4.05,4.25
"Flowers, Tyler",2017,452095,ATL,144,C,31,R,0,0.55,0.86,1.14,1.39,1.63,1.85,2.07,2.27,2.47,2.67,2.86,3.05,3.24,3.43,3.61,3.8,3.99,4.18
"Forsythe, Logan",2017,523253,LAD,119,2B,30,R,0,0.56,0.88,1.15,1.41,1.64,1.86,2.07,2.27,2.46,2.65,2.84,3.02,3.21,3.39,3.57,3.74,3.92,4.11
"Fowler, Dexter",2017,451594,STL,138,CF,31,R,0,0.54,0.84,1.11,1.35,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.43,3.6,3.78,3.96
"Fowler, Dexter",2017,451594,STL,138,CF,31,L,0,0.52,0.81,1.07,1.31,1.54,1.75,1.95,2.14,2.32,2.51,2.69,2.86,3.04,3.21,3.38,3.55,3.73,3.92
"Franco, Maikel",2017,596748,PHI,143,3B,24,R,0,0.56,0.87,1.16,1.41,1.65,1.87,2.09,2.29,2.49,2.69,2.88,3.07,3.26,3.44,3.63,3.83,4.03,4.24
"Franklin, Nick",2017,545338,LAA,108,,26,L,0,0.58,0.89,1.17,1.41,1.64,1.86,2.07,2.27,2.46,2.65,2.84,3.03,3.21,3.39,3.58,3.76,3.95,4.15
"Frazier, Adam",2017,624428,PIT,134,LF,25,L,0,0.53,0.82,1.08,1.32,1.55,1.76,1.96,2.16,2.35,2.53,2.71,2.89,3.07,3.25,3.43,3.61,3.79,3.98
"Frazier, Clint",2017,640449,NYY,147,LF,22,R,0,0.54,0.83,1.08,1.31,1.53,1.73,1.93,2.12,2.3,2.48,2.66,2.83,3,3.18,3.34,3.51,3.68,3.86
"Frazier, Todd",2017,453943,NYY,147,3B,31,R,0,0.54,0.84,1.1,1.35,1.58,1.8,2.01,2.21,2.4,2.59,2.78,2.97,3.15,3.34,3.52,3.7,3.89,4.08
"Freeman, Freddie",2017,518692,ATL,144,1B,27,L,0,0.53,0.83,1.11,1.36,1.59,1.81,2.02,2.22,2.42,2.61,2.8,2.98,3.17,3.35,3.53,3.71,3.9,4.09
"Freeman, Mike",2017,502273,CHC,112,SS,29,L,0,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.16,2.34,2.52,2.7,2.88,3.06,3.23,3.4,3.57,3.74,3.92
"Freese, David",2017,501896,PIT,134,3B,34,R,0,0.55,0.86,1.13,1.37,1.6,1.82,2.03,2.23,2.42,2.61,2.8,2.99,3.17,3.35,3.53,3.72,3.9,4.1
"Fryer, Eric",2017,518700,STL,138,C,31,R,0,0.54,0.84,1.11,1.35,1.58,1.79,1.99,2.19,2.38,2.57,2.75,2.93,3.11,3.28,3.46,3.64,3.81,4
"Fuentes, Rey",2017,571681,AZ,109,CF,26,L,0,0.52,0.79,1.04,1.27,1.48,1.69,1.88,2.07,2.25,2.43,2.61,2.78,2.95,3.12,3.29,3.45,3.63,3.81
"Gallo, Joey",2017,608336,TEX,140,3B,23,L,0,0.53,0.82,1.08,1.33,1.56,1.77,1.97,2.17,2.36,2.55,2.73,2.92,3.1,3.27,3.45,3.63,3.81,3.99
"Galvis, Freddy",2017,520471,PHI,143,SS,27,R,0,0.54,0.84,1.1,1.34,1.57,1.79,1.99,2.19,2.38,2.56,2.75,2.93,3.11,3.28,3.46,3.63,3.81,3.99
"Galvis, Freddy",2017,520471,PHI,143,SS,27,L,0,0.55,0.85,1.11,1.35,1.58,1.8,2,2.2,2.39,2.58,2.77,2.95,3.13,3.31,3.49,3.67,3.86,4.05
"Gamel, Ben",2017,592325,SEA,136,LF,25,L,0,0.51,0.78,1.03,1.27,1.48,1.69,1.89,2.07,2.26,2.43,2.61,2.79,2.96,3.13,3.29,3.46,3.63,3.81
"Garcia, Greg",2017,594824,STL,138,3B,27,L,0,0.53,0.82,1.08,1.32,1.54,1.75,1.95,2.15,2.34,2.52,2.7,2.88,3.06,3.23,3.4,3.58,3.76,3.94
"García, Adonis",2017,611177,ATL,144,3B,32,R,0,0.55,0.84,1.11,1.36,1.59,1.8,2.01,2.21,2.41,2.6,2.79,2.98,3.16,3.35,3.53,3.72,3.9,4.1
"García, Avisaíl",2017,541645,CWS,145,RF,26,R,0,0.54,0.84,1.11,1.35,1.57,1.78,1.98,2.17,2.35,2.53,2.71,2.88,3.05,3.22,3.39,3.55,3.72,3.89
"García, Leury",2017,544725,CWS,145,CF,26,R,0,0.55,0.83,1.08,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.67,2.84,3.02,3.19,3.36,3.53,3.7,3.89
"García, Leury",2017,544725,CWS,145,CF,26,L,0,0.53,0.81,1.05,1.29,1.5,1.71,1.91,2.1,2.28,2.46,2.64,2.81,2.98,3.15,3.32,3.49,3.67,3.85
"García, Willy",2017,591994,CWS,145,RF,24,R,0,0.54,0.85,1.13,1.38,1.62,1.83,2.04,2.24,2.44,2.63,2.82,3,3.18,3.36,3.53,3.71,3.88,4.06
"Gardner, Brett",2017,458731,NYY,147,LF,33,L,0,0.53,0.8,1.05,1.28,1.5,1.71,1.9,2.09,2.27,2.45,2.62,2.79,2.96,3.13,3.3,3.46,3.64,3.82
"Garneau, Dustin",2017,572863,OAK,133,C,29,R,0,0.56,0.87,1.14,1.4,1.63,1.86,2.07,2.27,2.46,2.65,2.84,3.03,3.22,3.4,3.58,3.76,3.94,4.13
"Gattis, Evan",2017,594828,HOU,117,C,30,R,0,0.54,0.85,1.12,1.38,1.61,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.2,3.38,3.56,3.75,3.93,4.12
"Gennett, Scooter",2017,571697,CIN,113,2B,27,L,0,0.54,0.84,1.11,1.36,1.58,1.8,2.01,2.21,2.4,2.59,2.78,2.97,3.15,3.34,3.52,3.71,3.91,4.11
"Gentry, Craig",2017,502226,BAL,110,RF,33,R,0,0.55,0.83,1.08,1.32,1.54,1.75,1.95,2.14,2.32,2.5,2.68,2.85,3.02,3.19,3.36,3.52,3.69,3.86
"Gillaspie, Conor",2017,543216,SF,137,3B,29,L,0,0.52,0.81,1.08,1.33,1.56,1.78,1.99,2.2,2.4,2.59,2.78,2.97,3.16,3.35,3.54,3.73,3.93,4.14
"Gimenez, Chris",2017,460269,MIN,142,C,34,R,0,0.57,0.89,1.17,1.43,1.68,1.9,2.12,2.33,2.54,2.74,2.94,3.14,3.33,3.53,3.73,3.93,4.14,4.35
"Goins, Ryan",2017,572365,TOR,141,SS,29,L,0,0.53,0.82,1.08,1.33,1.57,1.79,1.99,2.19,2.38,2.57,2.76,2.95,3.13,3.31,3.49,3.67,3.86,4.05
"Goldschmidt, Paul",2017,502671,AZ,109,1B,29,R,0,0.55,0.85,1.11,1.35,1.58,1.8,2,2.2,2.4,2.58,2.77,2.95,3.14,3.32,3.5,3.68,3.87,4.07
"Gomes, Yan",2017,543228,CLE,114,C,29,R,0,0.55,0.86,1.13,1.39,1.62,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.21,3.39,3.57,3.76,3.94,4.14
"Gonzalez, Marwin",2017,503556,HOU,117,LF,28,L,0,0.53,0.81,1.08,1.32,1.55,1.76,1.97,2.17,2.36,2.55,2.73,2.91,3.09,3.27,3.45,3.63,3.82,4.02
"Gonzalez, Marwin",2017,503556,HOU,117,LF,28,R,0,0.55,0.85,1.12,1.37,1.6,1.82,2.02,2.22,2.42,2.6,2.79,2.98,3.16,3.34,3.52,3.7,3.88,4.07
"González, Adrián",2017,408236,LAD,119,1B,35,L,0,0.55,0.87,1.17,1.44,1.69,1.93,2.16,2.38,2.59,2.8,3.01,3.21,3.42,3.63,3.83,4.05,4.27,4.5
"González, Carlos",2017,471865,COL,115,RF,31,L,0,0.53,0.82,1.07,1.32,1.54,1.76,1.96,2.15,2.34,2.53,2.72,2.9,3.08,3.26,3.44,3.62,3.8,3.99
"González, Erik",2017,570481,CLE,114,2B,25,R,0,0.55,0.84,1.1,1.34,1.57,1.78,1.98,2.18,2.36,2.55,2.73,2.91,3.08,3.25,3.42,3.59,3.77,3.95
"Goodwin, Brian",2017,571718,WSH,120,CF,26,L,0,0.52,0.8,1.05,1.28,1.5,1.7,1.9,2.08,2.27,2.45,2.62,2.8,2.97,3.14,3.31,3.49,3.67,3.85
"Gordon, Alex",2017,460086,KC,118,LF,33,L,0,0.53,0.83,1.1,1.35,1.58,1.81,2.02,2.22,2.42,2.61,2.8,2.99,3.18,3.37,3.55,3.74,3.93,4.14
"Gosselin, Phil",2017,594838,TEX,140,2B,28,R,0,0.54,0.81,1.05,1.29,1.51,1.72,1.92,2.11,2.3,2.47,2.65,2.83,3.01,3.18,3.35,3.52,3.69,3.86
"Grandal, Yasmani",2017,518735,LAD,119,C,28,L,0,0.54,0.86,1.15,1.42,1.67,1.9,2.13,2.35,2.56,2.78,2.98,3.19,3.39,3.6,3.8,4.01,4.22,4.44
"Grandal, Yasmani",2017,518735,LAD,119,C,28,R,0,0.56,0.89,1.19,1.46,1.72,1.95,2.18,2.41,2.62,2.83,3.04,3.25,3.45,3.66,3.87,4.08,4.3,4.52
"Granderson, Curtis",2017,434158,LAD,119,CF,36,L,0,0.52,0.8,1.05,1.29,1.52,1.73,1.93,2.13,2.31,2.5,2.68,2.87,3.05,3.23,3.41,3.59,3.77,3.97
"Granite, Zack",2017,643335,MIN,142,CF,24,L,0,0.55,0.84,1.1,1.33,1.55,1.76,1.95,2.14,2.32,2.49,2.67,2.84,3.01,3.17,3.34,3.5,3.67,3.84
"Graterol, Juan",2017,492802,LAA,108,C,28,R,0,0.55,0.89,1.19,1.48,1.73,1.98,2.22,2.44,2.67,2.89,3.1,3.32,3.53,3.75,3.97,4.19,4.41,4.66
"Gregorius, Didi",2017,544369,NYY,147,SS,27,L,0,0.53,0.82,1.07,1.31,1.54,1.75,1.95,2.15,2.34,2.52,2.7,2.88,3.05,3.23,3.4,3.57,3.76,3.95
"Grichuk, Randal",2017,545341,STL,138,RF,25,R,0,0.53,0.81,1.07,1.3,1.53,1.74,1.94,2.13,2.32,2.5,2.68,2.86,3.03,3.2,3.37,3.55,3.72,3.9
"Grossman, Robbie",2017,543257,MIN,142,DH,27,L,0,0.51,0.79,1.04,1.28,1.51,1.72,1.92,2.11,2.3,2.49,2.67,2.85,3.03,3.2,3.38,3.56,3.74,3.92
"Grossman, Robbie",2017,543257,MIN,142,DH,27,R,0,0.53,0.81,1.07,1.31,1.54,1.75,1.95,2.14,2.33,2.52,2.7,2.88,3.06,3.23,3.41,3.58,3.75,3.93
"Gurriel, Yuli",2017,493329,HOU,117,1B,33,R,0,0.54,0.84,1.11,1.36,1.59,1.8,2.01,2.21,2.4,2.59,2.77,2.96,3.14,3.32,3.5,3.68,3.86,4.05
"Gutierrez, Franklin",2017,429711,LAD,119,LF,34,R,0,0.52,0.83,1.11,1.37,1.61,1.84,2.06,2.27,2.48,2.68,2.88,3.09,3.29,3.49,3.7,3.91,4.13,4.36
"Guyer, Brandon",2017,446386,CLE,114,RF,31,R,0,0.55,0.85,1.11,1.35,1.58,1.8,2,2.2,2.39,2.57,2.75,2.93,3.11,3.29,3.46,3.64,3.82,4
"Gyorko, Jedd",2017,576397,STL,138,3B,28,R,0,0.55,0.85,1.12,1.38,1.62,1.84,2.05,2.26,2.46,2.66,2.86,3.06,3.25,3.44,3.64,3.83,4.03,4.25
"Gómez, Carlos",2017,460576,TEX,140,CF,31,R,0,0.53,0.82,1.08,1.32,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.87,3.04,3.21,3.38,3.55,3.72,3.9
"Hamilton, Billy",2017,571740,CIN,113,CF,26,L,0,0.52,0.79,1.04,1.26,1.47,1.67,1.86,2.04,2.22,2.39,2.56,2.73,2.9,3.06,3.22,3.38,3.54,3.71
"Hamilton, Billy",2017,571740,CIN,113,CF,26,R,0,0.54,0.81,1.05,1.28,1.49,1.69,1.88,2.06,2.24,2.41,2.58,2.75,2.91,3.08,3.24,3.4,3.56,3.73
"Hanigan, Ryan",2017,452672,COL,115,C,36,R,0,0.56,0.88,1.16,1.43,1.67,1.9,2.12,2.33,2.54,2.74,2.94,3.14,3.34,3.53,3.72,3.92,4.12,4.33
"Haniger, Mitch",2017,571745,SEA,136,RF,26,R,0,0.55,0.84,1.1,1.35,1.58,1.79,1.99,2.19,2.38,2.56,2.75,2.93,3.11,3.28,3.46,3.63,3.81,4
"Hanson, Alen",2017,593700,CWS,145,2B,24,L,0,0.53,0.81,1.06,1.29,1.5,1.71,1.9,2.08,2.26,2.44,2.61,2.78,2.95,3.11,3.28,3.44,3.61,3.78
"Hanson, Alen",2017,593700,CWS,145,2B,24,R,0,0.54,0.83,1.09,1.32,1.54,1.75,1.94,2.13,2.31,2.49,2.66,2.83,3,3.16,3.32,3.49,3.65,3.81
"Happ, Ian",2017,664023,CHC,112,CF,22,L,0,0.54,0.83,1.09,1.32,1.54,1.75,1.95,2.14,2.32,2.5,2.68,2.85,3.02,3.19,3.36,3.53,3.7,3.88
"Happ, Ian",2017,664023,CHC,112,CF,22,R,0,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.87,3.04,3.21,3.38,3.55,3.73,3.91
"Hardy, J.J.",2017,429666,BAL,110,SS,34,R,0,0.54,0.85,1.12,1.38,1.61,1.83,2.04,2.25,2.45,2.64,2.83,3.02,3.21,3.39,3.58,3.77,3.96,4.15
"Harper, Bryce",2017,547180,WSH,120,RF,24,L,0,0.55,0.84,1.1,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.06,3.24,3.41,3.58,3.76,3.95
"Harrison, Josh",2017,543281,PIT,134,2B,29,R,0,0.53,0.82,1.08,1.32,1.55,1.76,1.96,2.15,2.34,2.53,2.71,2.89,3.06,3.24,3.42,3.59,3.77,3.97
"Hays, Austin",2017,669720,BAL,110,RF,21,R,0,0.54,0.84,1.1,1.33,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.88,3.06,3.23,3.4,3.57,3.74,3.92
"Headley, Chase",2017,452104,NYY,147,3B,33,R,0,0.54,0.84,1.11,1.36,1.6,1.82,2.04,2.24,2.45,2.64,2.84,3.03,3.23,3.42,3.61,3.8,4,4.21
"Headley, Chase",2017,452104,NYY,147,3B,33,L,0,0.53,0.83,1.1,1.35,1.59,1.82,2.03,2.24,2.44,2.65,2.85,3.04,3.24,3.44,3.63,3.83,4.04,4.27
"Healy, Ryon",2017,592387,OAK,133,DH,25,R,0,0.56,0.86,1.14,1.39,1.63,1.86,2.07,2.27,2.47,2.67,2.86,3.04,3.23,3.41,3.59,3.78,3.96,4.15
"Hechavarría, Adeiny",2017,588751,TB,139,SS,28,R,0,0.54,0.82,1.07,1.31,1.53,1.73,1.93,2.12,2.31,2.49,2.66,2.84,3.01,3.19,3.36,3.53,3.71,3.9
"Hedges, Austin",2017,595978,SD,135,C,24,R,0,0.54,0.84,1.11,1.36,1.6,1.82,2.03,2.23,2.43,2.62,2.81,3,3.19,3.37,3.55,3.74,3.92,4.11
"Heisey, Chris",2017,502317,WSH,120,LF,32,R,0,0.53,0.83,1.09,1.33,1.56,1.77,1.97,2.17,2.36,2.54,2.72,2.9,3.08,3.25,3.43,3.6,3.77,3.95
"Heredia, Guillermo",2017,628338,SEA,136,LF,26,R,0,0.56,0.86,1.12,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.43,3.6,3.77,3.95
"Hernández, César",2017,514917,PHI,143,2B,27,L,0,0.54,0.82,1.07,1.29,1.51,1.71,1.9,2.08,2.26,2.43,2.6,2.77,2.93,3.1,3.26,3.42,3.59,3.77
"Hernández, César",2017,514917,PHI,143,2B,27,R,0,0.54,0.84,1.09,1.33,1.54,1.74,1.94,2.12,2.3,2.48,2.65,2.82,2.98,3.15,3.31,3.47,3.63,3.8
"Hernández, Enrique",2017,571771,LAD,119,LF,25,R,0,0.55,0.86,1.13,1.38,1.61,1.83,2.04,2.24,2.43,2.62,2.81,2.99,3.18,3.36,3.54,3.72,3.9,4.09
"Hernández, Gorkys",2017,491676,SF,137,CF,29,R,0,0.54,0.82,1.08,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.66,2.83,3,3.17,3.34,3.51,3.68,3.85
"Hernández, Marco",2017,593523,BOS,111,3B,24,L,0,0.54,0.83,1.09,1.33,1.55,1.75,1.95,2.14,2.32,2.5,2.67,2.84,3.01,3.18,3.35,3.52,3.69,3.87
"Hernández, Teoscar",2017,606192,TOR,141,LF,24,R,0,0.59,0.89,1.15,1.38,1.6,1.81,2.01,2.2,2.38,2.56,2.73,2.91,3.08,3.25,3.41,3.58,3.75,3.92
"Herrera, Odúbel",2017,546318,PHI,143,CF,25,L,0,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.87,3.04,3.22,3.39,3.57,3.75,3.94
"Herrmann, Chris",2017,543302,AZ,109,C,29,L,0,0.54,0.84,1.1,1.34,1.56,1.78,1.98,2.17,2.36,2.54,2.73,2.9,3.08,3.26,3.43,3.61,3.79,3.98
"Heyward, Jason",2017,518792,CHC,112,RF,27,L,0,0.53,0.82,1.07,1.31,1.54,1.75,1.95,2.14,2.33,2.52,2.7,2.88,3.05,3.23,3.4,3.58,3.77,3.97
"Hicks, Aaron",2017,543305,NYY,147,CF,27,L,0,0.53,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.66,2.84,3.01,3.18,3.35,3.52,3.69,3.88
"Hicks, Aaron",2017,543305,NYY,147,CF,27,R,0,0.55,0.84,1.1,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.88,3.05,3.22,3.39,3.56,3.73,3.91
"Hicks, John",2017,543308,DET,116,1B,27,R,0,0.55,0.85,1.12,1.36,1.59,1.81,2.02,2.21,2.4,2.59,2.78,2.96,3.14,3.32,3.49,3.67,3.85,4.04
"Hill, Aaron",2017,431094,SF,137,2B,35,R,0,0.56,0.87,1.14,1.39,1.62,1.84,2.04,2.24,2.44,2.63,2.81,2.99,3.17,3.35,3.53,3.71,3.89,4.07
"Holliday, Matt",2017,407812,NYY,147,DH,37,R,0,0.56,0.88,1.16,1.41,1.65,1.87,2.09,2.29,2.49,2.69,2.88,3.07,3.26,3.45,3.63,3.82,4.01,4.21
"Holt, Brock",2017,571788,BOS,111,2B,29,L,0,0.55,0.85,1.11,1.36,1.59,1.8,2.01,2.2,2.39,2.58,2.76,2.94,3.12,3.3,3.48,3.65,3.84,4.03
"Hoskins, Rhys",2017,656555,PHI,143,LF,24,R,0,0.55,0.86,1.14,1.4,1.64,1.86,2.08,2.28,2.48,2.68,2.88,3.07,3.26,3.44,3.63,3.81,4,4.2
"Hosmer, Eric",2017,543333,KC,118,1B,27,L,0,0.56,0.87,1.15,1.39,1.63,1.84,2.05,2.25,2.45,2.64,2.82,3.01,3.19,3.37,3.55,3.73,3.92,4.12
"Hoying, Jared",2017,592419,TEX,140,CF,28,L,0,0.54,0.82,1.07,1.3,1.51,1.71,1.91,2.09,2.27,2.45,2.62,2.79,2.96,3.13,3.29,3.46,3.63,3.8
"Hundley, Nick",2017,460026,SF,137,C,33,R,0,0.55,0.85,1.13,1.38,1.62,1.84,2.06,2.26,2.46,2.66,2.85,3.04,3.23,3.42,3.61,3.8,3.99,4.19
"Hwang, Jae-Gyun",2017,666561,SF,137,3B,29,R,0,0.56,0.86,1.12,1.37,1.6,1.81,2.01,2.21,2.39,2.58,2.76,2.94,3.11,3.29,3.46,3.63,3.79,3.97
"Iannetta, Chris",2017,455104,AZ,109,C,34,R,0,0.57,0.89,1.17,1.43,1.67,1.9,2.12,2.33,2.54,2.74,2.93,3.13,3.32,3.51,3.7,3.89,4.08,4.28
"Iglesias, Jose",2017,578428,DET,116,SS,27,R,0,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.34,2.52,2.7,2.88,3.06,3.23,3.4,3.58,3.76,3.94
"Inciarte, Ender",2017,542255,ATL,144,CF,26,L,0,0.55,0.84,1.09,1.32,1.55,1.76,1.96,2.15,2.34,2.52,2.7,2.88,3.05,3.22,3.4,3.58,3.76,3.94
"Jackson, Austin",2017,457706,CLE,114,CF,30,R,0,0.53,0.82,1.08,1.32,1.55,1.76,1.96,2.15,2.34,2.53,2.71,2.88,3.06,3.24,3.41,3.59,3.77,3.96
"Jaso, John",2017,444379,PIT,134,RF,33,L,0,0.54,0.84,1.1,1.35,1.58,1.8,2,2.2,2.4,2.59,2.78,2.97,3.15,3.33,3.52,3.7,3.89,4.09
"Jay, Jon",2017,445055,CHC,112,CF,32,L,0,0.55,0.85,1.12,1.37,1.6,1.82,2.02,2.23,2.42,2.61,2.8,2.99,3.17,3.36,3.54,3.73,3.91,4.11
"Jones, Adam",2017,430945,BAL,110,CF,31,R,0,0.55,0.86,1.14,1.39,1.62,1.84,2.05,2.25,2.45,2.64,2.82,3.01,3.19,3.37,3.55,3.73,3.92,4.11
"Jones, JaCoby",2017,592444,DET,116,CF,25,R,0,0.54,0.85,1.11,1.35,1.58,1.79,1.98,2.17,2.36,2.54,2.72,2.89,3.06,3.23,3.4,3.57,3.73,3.91
"Jones, Ryder",2017,624507,SF,137,1B,23,L,0,0.52,0.81,1.06,1.3,1.53,1.74,1.95,2.14,2.33,2.52,2.7,2.88,3.06,3.24,3.42,3.6,3.79,3.98
"Joseph, Caleb",2017,543376,BAL,110,C,31,R,0,0.55,0.87,1.15,1.41,1.65,1.87,2.09,2.3,2.5,2.7,2.9,3.09,3.28,3.47,3.66,3.86,4.05,4.27
"Joseph, Tommy",2017,571830,PHI,143,1B,25,R,0,0.55,0.88,1.17,1.44,1.69,1.92,2.14,2.36,2.57,2.77,2.97,3.17,3.37,3.56,3.76,3.95,4.15,4.36
"Joyce, Matt",2017,459964,OAK,133,RF,32,L,0,0.53,0.81,1.07,1.32,1.55,1.77,1.98,2.18,2.38,2.57,2.75,2.94,3.13,3.31,3.5,3.68,3.88,4.08
"Judge, Aaron",2017,592450,NYY,147,RF,25,R,0,0.55,0.85,1.11,1.35,1.58,1.79,1.99,2.19,2.37,2.56,2.74,2.92,3.1,3.27,3.44,3.62,3.8,3.98
"Kelly, Carson",2017,608348,STL,138,C,22,R,0,0.56,0.88,1.16,1.42,1.66,1.88,2.09,2.3,2.5,2.69,2.89,3.08,3.27,3.46,3.65,3.84,4.03,4.23
"Kelly, Ty",2017,571841,PHI,143,,28,L,0,0.53,0.81,1.07,1.3,1.53,1.74,1.93,2.12,2.31,2.49,2.67,2.84,3.02,3.18,3.35,3.52,3.7,3.88
"Kemp, Matt",2017,461314,ATL,144,LF,32,R,0,0.56,0.88,1.17,1.43,1.67,1.9,2.12,2.33,2.53,2.73,2.93,3.12,3.31,3.51,3.7,3.89,4.08,4.28
